Id  country  name  lat  lng
468  PL  Milan\u00F3w  51.70374  22.8883
469  PL  Milan\u00F3wek  52.11879  20.67155
470  PL  Milejczyce  52.51967  23.13206
471  PL  Milej\u00F3w  51.23226  22.92443
472  PL  Mi\u0144sk Mazowiecki  52.17935  21.57251
473  PL  Mircze  50.65164  23.89604
474  PL  Mirocin  50.04237  22.55596
475  PL  Mir\u00F3w  51.1972  21.0329
476  PL  Mi\u0142akowo  54.00923  20.07125
477  PL  Mirzec  51.13466  21.0571
478  PL  M\u0142odzieszyn  52.29945  20.20017
479  PL  M\u0142ynarze  52.95417  21.41141
480  PL  Mni\u00F3w  51.01224  20.48427
481  PL  Mniszk\u00F3w  51.37017  20.03915
482  PL  Modliborzyce  50.75416  22.32945
483  PL  Mogielnica  51.69432  20.72227
484  PL  Mokobody  52.26523  22.11182
485  PL  Mokot\u00F3w  52.1934  21.03487
486  PL  M\u0142awa  53.11278  20.3841
487  PL  Mo\u0144ki  53.40496  22.79791
488  PL  Miko\u0142ajki  53.80288  21.57011
489  PL  Mielec  50.28709  21.4239
490  PL  G\u0142uch\u00F3w  51.77947  20.07666
491  PL  Gnojno  50.60263  20.84913
492  PL  Godzian\u00F3w  51.89694  20.03589
493  PL  Godzisz\u00F3w  50.74889  22.49794
494  PL  Golcowa  49.77162  22.02501
495  PL  Go\u0142dap  54.30631  22.30362
496  PL  Go\u0142ymin-O\u015Brodek  52.808  20.87325
497  PL  Goniadz  53.48953  22.73578
498  PL  Mi\u0119tne  51.92135  21.57457
499  PL  Goraj  50.72184  22.66651
500  PL  G\u00F3rki  49.64385  22.04304
501  PL  Gorlice  49.65563  21.16035
502  PL  Gorliczyna  50.09217  22.48764
503  PL  G\u00F3rno  50.28243  22.145
504  PL  Gnojnik  49.89397  20.60863
505  PL  Konstantyn\u00F3w  52.20746  23.0853
506  PL  Koprzywnica  50.5934  21.5838
507  PL  Korczew  52.35327  22.61338
508  PL  G\u00F3ra Kalwaria  51.97653  21.21537
509  PL  Nowe Miasto nad Pilic\u0105  51.61812  20.57619
510  PL  Morawica  50.74678  20.61756
511  PL  Moszczenica  49.73668  21.09238
512  PL  Me\u0142giew  51.22519  22.78414
513  PL  Mi\u0105czyn  50.73825  23.5013
514  PL  Miastk\u00F3w Ko\u015Bcielny  51.88407  21.82528
515  PL  Micha\u0142\u00F3w  50.49541  20.46178
516  PL  Micha\u0142\u00F3w  50.54709  23.60361
517  PL  Micha\u0142\u00F3w  50.73727  23.02297
518  PL  Micha\u0142\u00F3w-Regin\u00F3w  52.41711  20.96595
519  PL  Micha\u0142owice  52.17435  20.88089
520  PL  Medyka  49.80526  22.92229
521  PL  Micha\u0142owo  53.03492  23.60996
522  PL  Miech\u00F3w  50.35648  20.02788
523  PL  Maszkienice  49.9892  20.68657
524  PL  \u0141yse  53.36443  21.56487
525  PL  Mrozy  52.16609  21.80263
526  PL  Mszana G\u00F3rna  49.66202  20.09734
527  PL  Nowa Sarzyna  50.32086  22.34456
528  PL  Nowa S\u0142upia  50.86432  21.09049
529  PL  Nowe Brzesko  50.13222  20.37663
530  PL  Mich\u00F3w  51.52573  22.31435
531  PL  Mordy  52.2116  22.51725
532  PL  M\u0119drzech\u00F3w  50.28221  20.94749
533  PL  Mrozy  52.01975  20.36702
534  PL  Mr\u0105gowo  53.86437  21.30507
535  PL  Miejsce Piastowe  49.6344  21.78735
536  PL  Mi\u0119dzyrzec Podlaski  51.9864  22.78248
537  PL  Miedzna  52.46778  22.08947
538  PL  Miedziana G\u00F3ra  50.9368  20.55096
539  PL  Jeziorzany  51.60245  22.27667
540  PL  Maciejowice  51.69222  21.55342
541  PL  Majdan Kr\u00F3lewski  50.37935  21.74615
542  PL  Mas\u0142\u00F3w  50.90065  20.72322
543  PL  Mak\u00F3w  51.94696  20.05211
544  PL  Ma\u0142kinia G\u00F3rna  52.6922  22.02836
545  PL  Ma\u0142ogoszcz  50.81214  20.26407
546  PL  Ma\u0142y P\u0142ock  53.30385  22.02836
547  PL  Manasterz  49.9352  22.34602
548  PL  Maniowy  49.45976  20.26454
549  PL  Marki  52.32065  21.10474
550  PL  Markowa  50.02633  22.3316
551  PL  Markusz\u00F3w  51.37457  22.25804
552  PL  Mak\u00F3w Mazowiecki  52.86493  21.10053
553  PL  Ga\u0107  50.02693  22.35898
554  PL  Krasnystaw  50.98464  23.1742
555  PL  Korczyna  49.71555  21.80941
556  PL  Izbica Kujawska  52.42073  18.7627
557  PL  Izbicko  50.57163  18.15585
558  PL  Izdebnik  49.87218  19.76801
559  PL  Jab\u0142onka  49.47968  19.6937
560  PL  Jab\u0142onna  52.20598  16.20741
561  PL  Jab\u0142onowo Pomorskie  53.39137  19.15509
562  PL  Janikowo  52.75328  18.11328
563  PL  Jankowice  50.0009  18.98901
564  PL  Istebna  49.56319  18.90567
565  PL  Jankowice Rybnickie  50.04479  18.54707
566  PL  Janowice  49.88496  19.09376
567  PL  Grzechynia  49.7136  19.64561
568  PL  Janowice Wielkie  50.87569  15.92322
569  PL  Gryf\u00F3w \u015Al\u0105ski  51.03081  15.42017
570  PL  Gryfice  53.9165  15.20027
571  PL  Gorzyce Wielkie  51.63725  17.72953
572  PL  Gorzyczki  49.94912  18.4033
573  PL  Go\u015Bcicino  54.60459  18.15491
574  PL  Jank\u00F3w Przygodzki  51.59808  17.78824
575  PL  Go\u015Bcino  54.05123  15.65256
576  PL  Inwa\u0142d  49.86355  19.39276
577  PL  Inowroc\u0142aw  52.79886  18.26387
578  PL  Lipnik  49.78902  20.08455
579  PL  Lipnik  50.72977  21.49389
580  PL  Lesko  49.4701  22.33042
581  PL  Lud\u017Amierz  49.46656  19.9825
582  PL  Lubsza  50.91591  17.52173
583  PL  Ludwikowice K\u0142odzkie  50.62464  16.46052
584  PL  Grzegorzew  52.20177  18.73409
585  PL  Grzmi\u0105ca  53.83734  16.43512
586  PL  I\u0144sko  53.43613  15.5502
587  PL  Gubin  51.94956  14.72837
588  PL  Ha\u017Clach  49.80714  18.65178
589  PL  Hel  54.60814  18.8013
590  PL  Henryk\u00F3w  50.65327  17.01027
591  PL  Herby  50.75318  18.88756
592  PL  Huta Stara B  50.73792  19.13295
593  PL  I\u0142awa  53.59601  19.56849
594  PL  I\u0142owa  51.5006  15.1998
595  PL  Imielin  50.14534  19.18599
596  PL  Harbutowice  49.81235  19.78045
597  PL  Lipnica Wielka  49.70489  20.86844
598  PL  Gostycyn  53.49014  17.80978
599  PL  Gosty\u0144  51.88247  17.01225
600  PL  Januszkowice  50.39189  18.1368
601  PL  Jaraczewo  51.96854  17.29707
602  PL  Juszczyn  49.6929  19.69128
603  PL  Juszczyna  49.62984  19.22032
604  PL  Jutrosin  51.65009  17.16957
605  PL  Wielki Kack  54.46754  18.4881
606  PL  Kaczory  53.10348  16.88169
607  PL  Kaczyce  49.82752  18.59161
608  PL  Janowiec Wielkopolski  52.75583  17.48981
609  PL  Kalej  50.83662  18.98429
610  PL  Kaliska  53.90535  18.21885
611  PL  Kalisz  51.76109  18.09102
612  PL  Kalisz Pomorski  53.29908  15.90631
613  PL  Kalwaria Zebrzydowska  49.86759  19.6772
614  PL  Kamesznica  49.56469  19.0212
615  PL  Kamie\u0144  50.01215  19.58536
616  PL  Kamienica  50.45007  16.95396
617  PL  Kamienica Polska  50.6709  19.12265
618  PL  Kalety  50.5627  18.8926
619  PL  Gosty\u0144  50.10528  18.88241
620  PL  Gryfino  53.25243  14.48831
621  PL  Grudzi\u0105dz  53.48411  18.75366
622  PL  Gostynin  52.42938  19.46194
623  PL  Goszczan\u00F3w  51.79163  18.5057
624  PL  Gozdnica  51.4363  15.09856
625  PL  Gozdowo  52.72455  19.68501
626  PL  Grabica  51.47989  19.53137
627  PL  Grab\u00F3w  52.12717  19.00257
628  PL  Grab\u00F3w nad Prosn\u0105  51.50596  18.11929
629  PL  Grabowo Ko\u015Bcierskie  54.16816  18.14692
630  PL  Gruta  53.45315  18.957
631  PL  Granowo  52.22244  16.52859
632  PL  Grodk\u00F3w  50.69836  17.38449
633  PL  Grodziec  52.03855  18.05972
634  PL  Grodzisk Wielkopolski  52.22762  16.36534
635  PL  Grojec  49.98147  19.23792
636  PL  Grojec  50.08975  19.55704
637  PL  Gromadka  51.36063  15.76452
638  PL  Gronowo Elbl\u0105skie  54.08588  19.30598
639  PL  Gronowo G\u00F3rne  54.13863  19.45988
640  PL  Gr\u0119bocice  51.59909  16.16741
641  PL  Krasnosielc  53.03378  21.15735
642  PL  Lipnica  50.28939  21.88811
643  PL  Limanowa  49.70594  20.42204
644  PL  Krasne  52.92401  20.96732
645  PL  Kra\u015Bniczyn  50.93171  23.34929
646  PL  Kra\u015Bnik  50.9236  22.22706
647  PL  Krasnobr\u00F3d  50.54551  23.21308
648  PL  Krasnopol  54.11613  23.20476
649  PL  Kowiesy  51.88942  20.41929
650  PL  Lutowiska  49.25318  22.69252
651  PL  \u0141apan\u00F3w  49.86538  20.29149
652  PL  Krasne  50.05626  22.08638
653  PL  \u0141apsze Ni\u017Cne  49.39807  20.24343
654  PL  Liw  52.37515  21.96768
655  PL  \u0141och\u00F3w  52.53076  21.68158
656  PL  \u0141omazy  51.90435  23.17656
657  PL  \u0141omianki  52.33413  20.88602
658  PL  \u0141om\u017Ca  53.17806  22.05935
659  PL  \u0141oni\u00F3w  50.56443  21.52599
660  PL  \u0141opiennik G\u00F3rny  51.0408  23.01833
661  PL  \u0141opuszka Wielka  49.93454  22.39305
662  PL  Lisia G\u00F3ra  50.08039  21.04397
663  PL  \u0141opuszna  49.47281  20.13021
664  PL  Krasiczyn  49.77644  22.65252
665  PL  Kraczkowa  50.03796  22.16801
666  PL  Stara Kornica  52.18183  22.93752
667  PL  Korsze  54.17002  21.13915
668  PL  Kortowo  53.75731  20.4562
669  PL  Korytnica  52.41441  21.84949
670  PL  Korzenna  49.68635  20.84355
671  PL  Kosina  50.07213  22.32903
672  PL  Kos\u00F3w Lacki  52.59541  22.14707
673  PL  Kostom\u0142oty Drugie  50.92684  20.56529
674  PL  Kramarz\u00F3wka  49.86034  22.50137
675  PL  Kostom\u0142oty Pierwsze  50.92322  20.5949
676  PL  Kotu\u0144  52.17643  22.06819
677  PL  Kowala  51.32503  21.06972
678  PL  \u0141a\u0144cut  50.06871  22.22912
679  PL  Kowale Oleckie  54.16354  22.41666
680  PL  Kozienice  51.58294  21.54779
681  PL  Koz\u0142\u00F3w  50.48394  20.02456
682  PL  Koz\u0142owo  53.30652  20.29098
683  PL  Kozubszczyzna  51.22323  22.42747
684  PL  Koszyce  49.97226  20.94166
685  PL  Nowe Lipiny  52.35789  21.27125
686  PL  \u0141opuszno  50.94864  20.25081
687  PL  \u0141ososina Dolna  49.74977  20.63129
688  PL  Laszki  50.0202  22.89997
689  PL  Latowicz  52.02636  21.80829
690  PL  \u0141aziska  51.14226  21.87919
691  PL  Lecka  49.8786  22.01368
692  PL  \u0141\u0119czna  51.30121  22.88135
693  PL  Legionowo  52.40149  20.92664
694  PL  \u0141\u0119ki  49.80996  21.66023
695  PL  \u0141\u0119ki Dolne  49.97386  21.24739
696  PL  \u0141aszcz\u00F3w  50.53332  23.72562
697  PL  \u0141\u0119ki G\u00F3rne  49.97386  21.17426
698  PL  Lelkowo  54.32458  20.2248
699  PL  Le\u015Bna Podlaska  52.13317  23.02786
700  PL  Le\u015Bnica  49.40092  20.06001
701  PL  Leszno  52.25799  20.59121
702  PL  Lesznowola  52.09095  20.93479
703  PL  \u0141\u0119townia  50.32481  22.23401
704  PL  Le\u017Cajsk  50.26257  22.41932
705  PL  Lidzbark Warmi\u0144ski  54.12588  20.57954
706  PL  \u0141apczyca  49.95994  20.38445
707  PL  \u0141osice  52.21129  22.71801
708  PL  Laskowa  49.76147  20.45045
709  PL  \u0141apy  52.9911  22.88422
710  PL  Lubacz\u00F3w  50.157  23.12339
711  PL  Lubart\u00F3w  51.46026  22.60952
712  PL  Lubenia  49.93078  21.92665
713  PL  Lublin  51.25  22.56667
714  PL  \u0141ubnice  50.41164  21.15014
715  PL  Lubochnia  51.60794  20.05391
716  PL  Lubomierz  49.60854  20.20214
717  PL  Lubomino  54.06684  20.23956
718  PL  \u0141askarzew  51.78993  21.59122
719  PL  Lubycza Kr\u00F3lewska  50.34102  23.51941
720  PL  \u0141uk\u00F3w  51.929  22.37956
721  PL  \u0141ukowa  50.093  20.97548
722  PL  \u0141ukowa  50.37426  22.94349
723  PL  \u0141ukowica  49.6111  20.48289
724  PL  Lipsko  51.15954  21.64933
725  PL  Lipsk  53.73312  23.40225
726  PL  Lipowiec Ko\u015Bcielny  53.10459  20.17639
727  PL  Lipinki  49.67296  21.29288
728  PL  Ludwin  51.34605  22.90581
729  PL  G\u0142uch\u00F3w  50.08171  22.27135
730  PL  G\u0142og\u00F3w Ma\u0142opolski  50.15122  21.96287
731  PL  Glinojeck  52.81983  20.29198
732  PL  Tarnawatka  50.53154  23.3959
733  PL  Tarnobrzeg  50.57304  21.67937
734  PL  Tarnogr\u00F3d  50.3609  22.74174
735  PL  Tarn\u00F3w  50.01381  20.98698
736  PL  Tarnowiec  49.73108  21.57663
737  PL  Tarnowiec  49.98164  20.98655
738  PL  Szyd\u0142\u00F3w  50.59114  21.0068
739  PL  Czerwin  52.94905  21.75842
740  PL  Tar\u0142\u00F3w  51.0016  21.71474
741  PL  Olecko  54.03374  22.50704
742  PL  Jan\u00F3w  53.46747  23.23052
743  PL  Janowice  49.89154  20.86081
744  PL  Janowiec  51.32359  21.8894
745  PL  Jan\u00F3w Lubelski  50.70695  22.41039
746  PL  Jan\u00F3w Podlaski  52.19398  23.21218
747  PL  Jarcz\u00F3w  50.42438  23.58576
748  PL  Jarocin  50.56459  22.32121
749  PL  Jaros\u0142aw  50.01623  22.67776
750  PL  Okocim  49.9489  20.6016
751  PL  Jasie\u0144  49.96988  20.5719
752  PL  Targowisko  49.98473  20.29346
753  PL  Tarczyn  51.98197  20.83394
754  PL  Szaflary  49.42655  20.02713
755  PL  Szar\u00F3w  49.99505  20.2696
756  PL  Szastarka  50.85527  22.31971
757  PL  Szczawnica  49.42437  20.48487
758  PL  Szczebrzeszyn  50.69499  22.97954
759  PL  Szczucin  50.30957  21.07444
760  PL  Szczuczyn  53.5633  22.28534
761  PL  Szczurowa  50.11915  20.6361
762  PL  Targ\u00F3wek  52.29185  21.04845
763  PL  Szczytno  53.56259  20.98747
764  PL  Szepietowo  52.87032  22.54392
765  PL  Szerzyny  49.80919  21.2467
766  PL  Szre\u0144sk  53.01277  20.12009
767  PL  \u015Awilcza  50.07179  21.89798
768  PL  Szumowo  52.91884  22.08449
769  PL  Szyd\u0142owiec  51.22823  20.86106
770  PL  Szyd\u0142owo  53.08062  20.45071
771  PL  Szynwa\u0142d  49.96767  21.12293
772  PL  Szelk\u00F3w  52.83487  21.21769
773  PL  Tcz\u00F3w  51.326  21.44677
774  PL  Jasienica  52.41415  21.4115
775  PL  Jasieniec  51.82104  20.94099
776  PL  Horn\u00F3wek  52.28638  20.80793
777  PL  Horod\u0142o  50.89459  24.03723
778  PL  Horyniec-Zdr\u00F3j  50.19152  23.36277
779  PL  Hrubiesz\u00F3w  50.80502  23.89251
780  PL  Humniska  49.67507  22.05368
781  PL  Hus\u00F3w  49.97971  22.28645
782  PL  Hy\u017Cne  49.91769  22.18131
783  PL  I\u0142\u00F3w  52.33953  20.0273
784  PL  Harasiuki  50.47515  22.47288
785  PL  I\u0142\u017Ca  51.16313  21.23979
786  PL  Inow\u0142\u00F3dz  51.52717  20.223
787  PL  Iwaniska  50.73146  21.2806
788  PL  Iwierzyce  50.02958  21.75396
789  PL  Iwkowa  49.81716  20.59018
790  PL  Iwonicz-Zdr\u00F3j  49.56319  21.78992
791  PL  Izbica  50.88728  23.15248
792  PL  Jab\u0142o\u0144  51.72501  23.08743
793  PL  Jab\u0142onica Polska  49.69784  21.89961
794  PL  Imielno  50.58569  20.44813
795  PL  Jasienica Rosielna  49.75144  21.94176
796  PL  Ha\u0144sk  51.41286  23.39942
797  PL  Jadowniki Mokre  50.16546  20.72845
798  PL  Jasion\u00F3w  49.65841  21.97678
799  PL  Ja\u015Bliska  49.44229  21.80795
800  PL  Jas\u0142o  49.74506  21.47252
801  PL  Jastk\u00F3w  51.30411  22.43546
802  PL  Jastrz\u0105b  51.24725  20.94758
803  PL  Jastrz\u0119bia  49.79733  20.88089
804  PL  Jastrz\u0119bia  51.49742  21.23709
805  PL  Jawornik  49.8464  21.89404
806  PL  Handzl\u00F3wka  49.99527  22.22311
807  PL  Jawornik Polski  49.89082  22.28868
808  PL  Jedli\u0144sk  51.514  21.11577
809  PL  Jedlnia-Letnisko  51.43074  21.33536
810  PL  Jednoro\u017Cec  53.14116  21.05161
811  PL  J\u0119drzej\u00F3w  50.63945  20.30454
812  PL  Jedwabne  53.28554  22.30353
813  PL  Jakubowice Murowane  51.26992  22.63415
814  PL  Jedwabno  53.5299  20.72657
815  PL  Jakub\u00F3w  52.21965  21.68032
816  PL  Jedlicze  49.71749  21.64886
817  PL  Jab\u0142onka  49.69417  22.11565
818  PL  Telatyn  50.52712  23.83956
819  PL  Terespol  52.0755  23.61614
820  PL  Stawiski  53.37987  22.15462
821  PL  Stawiguda  53.6572  20.40041
822  PL  Stasz\u00F3w  50.56307  21.16593
823  PL  Sok\u00F3\u0142ka  53.40715  23.50228
824  PL  Sokolniki  50.63803  21.80649
825  PL  Soko\u0142\u00F3w Ma\u0142opolski  50.22909  22.11968
826  PL  Soko\u0142\u00F3w Podlaski  52.40677  22.25307
827  PL  Soko\u0142y  52.99314  22.7005
828  PL  Sterdy\u0144  52.58026  22.29358
829  PL  Solec Nad Wis\u0142\u0105  51.13633  21.76563
830  PL  Sonina  50.06089  22.26551
831  PL  So\u0144sk  52.78164  20.69901
832  PL  So\u015Bnica  49.90083  22.87469
833  PL  Sosnowica  51.52065  23.09215
834  PL  Sosn\u00F3wka  51.75084  23.33814
835  PL  Spiczyn  51.34128  22.75354
836  PL  \u015Awi\u0119tajno  53.56692  21.21546
837  PL  \u015Ar\u00F3dmie\u015Bcie  52.22904  21.01644
838  PL  Solec-Zdr\u00F3j  50.36594  20.88956
839  PL  Stalowa Wola  50.58286  22.05334
840  PL  \u015Awidnik  51.21898  22.69621
841  PL  Susiec  50.41973  23.19626
842  PL  Straszydle  49.90038  21.98124
843  PL  Strawczyn  50.94177  20.42135
844  PL  Stromiec  51.647  21.09229
845  PL  Strzegowo  52.89394  20.28548
846  PL  Strzy\u017C\u00F3w  49.87074  21.79413
847  PL  Strzy\u017Cowice  51.0483  22.44018
848  PL  Stubno  49.89806  22.95602
849  PL  Stupsk  53.02258  20.4368
850  PL  Suwa\u0142ki  54.11175  22.93087
851  PL  Sucha  51.61999  20.94887
852  PL  Suchowola  53.57753  23.10596
853  PL  Sucho\u017Cebry  52.25948  22.25289
854  PL  Sulej\u00F3wek  52.25221  21.26902
855  PL  Su\u0142kowice  51.9231  21.08929
856  PL  Su\u0142\u00F3w  50.77099  22.95593
857  PL  Su\u0142\u00F3w  50.90661  22.36061
858  PL  Supra\u015Bl  53.20526  23.33934
859  PL  Sura\u017C  52.94908  22.95653
860  PL  Suchedni\u00F3w  51.04776  20.82922
861  PL  Teresin  52.19887  20.41672
862  PL  Stanis\u0142awice  49.9855  20.35123
863  PL  Stanis\u0142aw\u00F3w Pierwszy  52.37485  21.05184
864  PL  Troszyn  53.03115  21.73083
865  PL  Truskaw  52.30124  20.78244
866  PL  Try\u0144cza  50.16087  22.55008
867  PL  Trzciana  49.84485  20.37415
868  PL  Trzciana  50.0719  21.8385
869  PL  Trzciana  50.30771  21.33725
870  PL  Trzcinica  49.74301  21.4175
871  PL  Trzebiesz\u00F3w  51.99006  22.55502
872  PL  Trojan\u00F3w  51.69225  21.81112
873  PL  Trzebownisko  50.07829  22.03712
874  PL  Trzydnik Du\u017Cy  50.84887  22.13359
875  PL  Tuch\u00F3w  49.89485  21.05407
876  PL  Tucz\u0119py  50.51676  20.99187
877  PL  Tuczna  51.88029  23.4252
878  PL  Turobin  50.82367  22.74273
879  PL  Turo\u015B\u0144 Ko\u015Bcielna  53.01463  23.05532
880  PL  Turze Pole  49.66329  22.00476
881  PL  Tyczyn  49.96384  22.03398
882  PL  Trzeme\u015Bnia  49.82752  20.02207
883  PL  Stanis\u0142aw\u00F3w  52.28937  21.54848
884  PL  Trawniki  51.13633  22.99816
885  PL  Tr\u0105bki  51.94792  21.59929
886  PL  St\u0105pork\u00F3w  51.13762  20.57173
887  PL  Starachowice  51.0374  21.07126
888  PL  Stara Wie\u015B  49.71505  22.00441
889  PL  Stare Babice  52.26028  20.83403
890  PL  Stare Juchy  53.92198  22.17367
891  PL  Stare Miasto  50.28879  22.42928
892  PL  Stary S\u0105cz  49.56364  20.63496
893  PL  Stary Wi\u015Bnicz  49.92548  20.48641
894  PL  Trablice  51.35249  21.12877
895  PL  Stary Zamo\u015B\u0107  50.82004  23.17154
896  PL  Tylicz  49.39598  21.02368
897  PL  Swi\u0119tajno  54.00151  22.3183
898  PL  Sypniewo  53.0058  21.3073
899  PL  Tereszpol  50.58373  22.8798
900  PL  T\u0142uszcz  52.43058  21.43561
901  PL  Tomasz\u00F3w Lubelski  50.44767  23.41616
902  PL  Tomasz\u00F3w Mazowiecki  51.53131  20.00855
